site_name,company_name,link,latitude,longitude,address,homepage,phone,sales_phone,email,sales_email,opening_hours,site_type,id,image_path
PROROCH L'Atelier des Carrières Maubec,,https://www.google.com/maps/place/PROROCH+L%27Atelier+des+Carri%C3%A8res+Maubec/data=!4m7!3m6!1s0x12ca08d97de215cd:0x880ebe0371be0ddd!8m2!3d43.865325!4d5.1379539!16s%2Fg%2F11b6dd8kt_!19sChIJzRXifdkIyhIR3Q2-cQO-Dog?authuser=0&amp;hl=en&amp;rclk=1,43.8653,5.138,"500A Rte de Cavaillon, 84660 Maubec, France",proroch.com,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '1:30–5p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5p.m.'], 'Friday': ['8a.m.–12p.m.', '1:30–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,483ce10d-990c-43bc-9361-c4f8140b7ee3,data/images/train/483ce10d-990c-43bc-9361-c4f8140b7ee3_43.8653_5.138.png
Lafarge Granulats Sud,,https://www.google.com/maps/place/Lafarge+Granulats+Sud/data=!4m7!3m6!1s0x12ca1052e8326e61:0x53a2eafe2a443c9f!8m2!3d43.8586883!4d5.2655596!16s%2Fg%2F11b6czc1_0!19sChIJYW4y6FIQyhIRnzxEKv7qolM?authuser=0&amp;hl=en&amp;rclk=1,43.8587,5.2656,"Quartier St Anne, 84220 Goult, France",,#ERROR!,,,,,Quarry,de00a7ff-95bf-4152-8658-aff8faaec415,data/images/train/de00a7ff-95bf-4152-8658-aff8faaec415_43.8587_5.2656.png
Bétons Granulats Sylvestre,,https://www.google.com/maps/place/B%C3%A9tons+Granulats+Sylvestre/data=!4m7!3m6!1s0x12ca092a2ec5b0bb:0xb36159798f6bf74e!8m2!3d43.8887453!4d5.1389546!16s%2Fg%2F1vd3xwlf!19sChIJu7DFLioJyhIRTvdrj3lZYbM?authuser=0&amp;hl=en&amp;rclk=1,43.8887,5.139,"Anc. Rte de Lagnes, 84220 Cabrières-d'Avignon, France",sylvestre.fr,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Friday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,020bc06c-935f-498a-994e-af696aa01696,data/images/train/020bc06c-935f-498a-994e-af696aa01696_43.8887_5.139.png
Carrieres Gontero Pierre Ciment,,https://www.google.com/maps/place/Carrieres+Gontero+Pierre+Ciment/data=!4m7!3m6!1s0x12b61fd912ec8d57:0x8e3f30d46e38db6a!8m2!3d43.3980853!4d5.0560569!16s%2Fg%2F113gq4_w4!19sChIJV43sEtkfthIRats4btQwP44?authuser=0&amp;hl=en&amp;rclk=1,43.3981,5.0561,"All. Albert Bastoni, 13500 Martigues, France",,#ERROR!,,,,{},Quarry,5bb6a600-f7b0-48b8-9656-79c53f7e50f2,data/images/train/5bb6a600-f7b0-48b8-9656-79c53f7e50f2_43.3981_5.0561.png
carrière hugot,,https://www.google.com/maps/place/carri%C3%A8re+hugot/data=!4m7!3m6!1s0x12ca0f718c7f8fbd:0x88ddebc2701406a9!8m2!3d43.8302551!4d5.1775854!16s%2Fg%2F1tcthp5n!19sChIJvY9_jHEPyhIRqQYUcMLr3Yg?authuser=0&amp;hl=en&amp;rclk=1,43.8303,5.1776,"2030 Rte des Carrières, 84580 Oppède, France",carrierehugot.com,#ERROR!,,,,,Quarry,cef88eef-5a2a-476d-89df-beb014a16df0,data/images/train/cef88eef-5a2a-476d-89df-beb014a16df0_43.8303_5.1776.png
Carrière De Provence,,https://www.google.com/maps/place/Carri%C3%A8re+De+Provence/data=!4m7!3m6!1s0x12ca057ef69f106f:0x433d09c27033001d!8m2!3d43.822647!4d5.187992!16s%2Fg%2F11hbqt683c!19sChIJbxCf9n4FyhIRHQAzcMIJPUM?authuser=0&amp;hl=en&amp;rclk=1,43.8226,5.188,"route des carrière, 84580 Oppède, France",,,,,,,Quarry,61ff9498-16f9-4d8b-8af8-f569273ba069,data/images/train/61ff9498-16f9-4d8b-8af8-f569273ba069_43.8226_5.188.png
Sibelco France,,https://www.google.com/maps/place/Sibelco+France/data=!4m7!3m6!1s0x12ca705ee71e9345:0x581be76082de21a0!8m2!3d44.1016962!4d5.1914162!16s%2Fg%2F1tglcm1r!19sChIJRZMe515wyhIRoCHegmDnG1g?authuser=0&amp;hl=en&amp;rclk=1,44.1017,5.1914,"Chem. des Crans, 84410 Bédoin, France",sibelco.com,#ERROR!,,,,"{'Monday': ['5a.m.–6:15p.m.'], 'Tuesday': ['5a.m.–6:15p.m.'], 'Wednesday': ['5a.m.–6:15p.m.'], 'Thursday': ['5a.m.–6:15p.m.'], 'Friday': ['5a.m.–6:15p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,f61d330c-2dfd-4031-b547-964d19b5710f,data/images/train/f61d330c-2dfd-4031-b547-964d19b5710f_44.1017_5.1914.png
Sablieres Modernes,,https://www.google.com/maps/place/Sablieres+Modernes/data=!4m7!3m6!1s0x12c9c0bf8654f675:0x2b162e7c1de4596e!8m2!3d43.2980443!4d5.373191!16s%2Fg%2F11b6d76rtr!19sChIJdfZUhr_AyRIRblnkHXwuFis?authuser=0&amp;hl=en&amp;rclk=1,43.298,5.3732,"Rue des Prêcheurs, 97250 Marseille, France",,#ERROR!,,,,,Quarry,b0fd9727-8179-4c11-a09c-f76e95304f7d,data/images/train/b0fd9727-8179-4c11-a09c-f76e95304f7d_43.298_5.3732.png
Rocamat Pierre Naturelle,,https://www.google.com/maps/place/Rocamat+Pierre+Naturelle/data=!4m7!3m6!1s0x12c9ed6b375e55b7:0x12b55e8630237989!8m2!3d43.4931556!4d5.3698187!16s%2Fg%2F1tg52hms!19sChIJt1VeN2vtyRIRiXkjMIZetRI?authuser=0&amp;hl=en&amp;rclk=1,43.4932,5.3698,"75 Rue Marcellin Berthelot, 13290 Aix-en-Provence, France",rocamat.fr,#ERROR!,,,,,Quarry,4ed737b5-d9ec-4c89-920c-c401fde5c35b,data/images/train/4ed737b5-d9ec-4c89-920c-c401fde5c35b_43.4932_5.3698.png
Serre Frères Saint Pantaléon/Gordes,,https://www.google.com/maps/place/Serre+Fr%C3%A8res+Saint+Pantal%C3%A9on%2FGordes/data=!4m7!3m6!1s0x12ca0e3e388bbfa1:0x3819208db840ea9a!8m2!3d43.8812516!4d5.2092301!16s%2Fg%2F11g6nl9ml3!19sChIJob-LOD4OyhIRmupAuI0gGTg?authuser=0&amp;hl=en&amp;rclk=1,43.8813,5.2092,"Rte de Saint-Pantaléon, 84220 Gordes, France",serre-freres.com,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Friday': ['8a.m.–12p.m.', '1:30–4p.m.'], 'Saturday': ['8a.m.–12p.m.'], 'Sunday': ['Closed']}",Quarry,4de86e52-0fae-4fda-9196-a526eea82132,data/images/train/4de86e52-0fae-4fda-9196-a526eea82132_43.8813_5.2092.png
Serre Frères et Cie,,https://www.google.com/maps/place/Serre+Fr%C3%A8res+et+Cie/data=!4m7!3m6!1s0x12ca101d16ab1529:0x179ec4f3e67cad7b!8m2!3d43.8376808!4d5.226118!16s%2Fg%2F1thvd3nh!19sChIJKRWrFh0QyhIRe6185vPEnhc?authuser=0&amp;hl=en&amp;rclk=1,43.8377,5.2261,"927 Chem. des Garrigues, 84560 Ménerbes, France",serre-freres.com,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Friday': ['8a.m.–12p.m.', '1:30–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,47690309-7052-4b8c-bf05-23a4bc0ab8c4,data/images/train/47690309-7052-4b8c-bf05-23a4bc0ab8c4_43.8377_5.2261.png
bloc carrière pierre et marbre,,https://www.google.com/maps/place/bloc+carri%C3%A8re+pierre+et+marbre/data=!4m7!3m6!1s0x12c9c08591979ec3:0x2df4eeb35ca82800!8m2!3d43.3123483!4d5.3842581!16s%2Fg%2F11mhps2y2p!19sChIJw56XkYXAyRIRACioXLPu9C0?authuser=0&amp;hl=en&amp;rclk=1,43.3123,5.3843,"12 bis Rue Saint-Claude, 13003 Marseille, France",,#ERROR!,,,,"{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",Quarry,ce5e0cee-aaf7-4cf4-b9fe-833e942ad9ba,data/images/train/ce5e0cee-aaf7-4cf4-b9fe-833e942ad9ba_43.3123_5.3843.png
Lafarge,,https://www.google.com/maps/place/Lafarge/data=!4m7!3m6!1s0x12c9eb4b48a1a553:0x12c0f50c5d6a7c98!8m2!3d43.4013556!4d5.334448!16s%2Fg%2F11mmcdzz2d!19sChIJU6WhSEvryRIRmHxqXQz1wBI?authuser=0&amp;hl=en&amp;rclk=1,43.4014,5.3344,"D113, 13170 Les Pennes-Mirabeau, France",lafarge.fr,,,,,,Quarry,e381900f-9b26-49e6-b888-62b7259fca49,data/images/train/e381900f-9b26-49e6-b888-62b7259fca49_43.4014_5.3344.png
Calcaires Regionaux,,https://www.google.com/maps/place/Calcaires+Regionaux/data=!4m7!3m6!1s0x12c9f7405b1a38b9:0x58a7ccfc8141e256!8m2!3d44.0544244!4d5.9746031!16s%2Fg%2F11fvx42fs_!19sChIJuTgaW0D3yRIRVuJBgfzMp1g?authuser=0&amp;hl=en&amp;rclk=1,44.0544,5.9746,,calcairesregionaux.com,#ERROR!,,,,,Quarry,0cf4e46b-f885-4aea-b83c-8b1b0dbd20d9,data/images/train/0cf4e46b-f885-4aea-b83c-8b1b0dbd20d9_44.0544_5.9746.png
Bergier Frères Société Nouvelle,,https://www.google.com/maps/place/Bergier+Fr%C3%A8res+Soci%C3%A9t%C3%A9+Nouvelle/data=!4m7!3m6!1s0x12ca220e23ca564b:0x4bc1e488f263de01!8m2!3d43.752791!4d5.404026!16s%2Fg%2F1tg2gkzl!19sChIJS1bKIw4iyhIRAd5j8ojkwUs?authuser=0&amp;hl=en&amp;rclk=1,43.7528,5.404,"Bessière, 84160 Vaugines, France",,#ERROR!,,,,,Quarry,e134fb77-114a-4c05-ba2b-e06338b0e2ce,data/images/train/e134fb77-114a-4c05-ba2b-e06338b0e2ce_43.7528_5.404.png
Lafarge Granulats Sud,,https://www.google.com/maps/place/Lafarge+Granulats+Sud/data=!4m7!3m6!1s0x12c98d95a9cef09f:0xfeb1e666151905a8!8m2!3d43.4821578!4d5.3649788!16s%2Fg%2F1tg2gwm9!19sChIJn_DOqZWNyRIRqAUZFWbmsf4?authuser=0&amp;hl=en&amp;rclk=1,43.4822,5.365,"Rue Jean René Guillibert Gauthier de la Lauzière, 13100 Aix-en-Provence, France",,#ERROR!,,,,,Quarry,f5ab97a2-7a8a-4364-9a44-b9c3fba3a6e5,data/images/train/f5ab97a2-7a8a-4364-9a44-b9c3fba3a6e5_43.4822_5.365.png
Macellaro Mario,,https://www.google.com/maps/place/Macellaro+Mario/data=!4m7!3m6!1s0x12ca26ede8e5214b:0xc49a012f42732881!8m2!3d43.7117179!4d5.5082412!16s%2Fg%2F1tcxlw1q!19sChIJSyHl6O0myhIRgShzQi8BmsQ?authuser=0&amp;hl=en&amp;rclk=1,43.7117,5.5082,"1050 Chem. Saint-Colomé, 84120 Pertuis, France",,#ERROR!,,,,,Quarry,994567a8-d845-49ae-b46a-9a799e6fd47e,data/images/train/994567a8-d845-49ae-b46a-9a799e6fd47e_43.7117_5.5082.png
Carrière La Roche d'Espeil,,https://www.google.com/maps/place/Carri%C3%A8re+La+Roche+d%27Espeil/data=!4m7!3m6!1s0x12ca19adec44a747:0x4372a81e54fad96f!8m2!3d43.789383!4d5.3479561!16s%2Fg%2F11d_7q8xmt!19sChIJR6dE7K0ZyhIRb9n6VB6ockM?authuser=0&amp;hl=en&amp;rclk=1,43.7894,5.348,"Combe de Lourmarin, 84480 Buoux, France",,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '2–4p.m.'], 'Tuesday': ['8a.m.–12p.m.', '2–4p.m.'], 'Wednesday': ['8a.m.–12p.m.', '2–4p.m.'], 'Thursday': ['8a.m.–12p.m.', '2–4p.m.'], 'Friday': ['8a.m.–12p.m.', '2–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,55d2f473-475f-4442-b17c-83931d4a3213,data/images/train/55d2f473-475f-4442-b17c-83931d4a3213_43.7894_5.348.png
Carrière de Pierre de Taille La Roche d'Espeil,,https://www.google.com/maps/place/Carri%C3%A8re+de+Pierre+de+Taille+La+Roche+d%27Espeil/data=!4m7!3m6!1s0x12ca18307b023a17:0xe099e4cb07dfca35!8m2!3d43.8114964!4d5.3514083!16s%2Fg%2F1vc3kdrd!19sChIJFzoCezAYyhIRNcrfB8vkmeA?authuser=0&amp;hl=en&amp;rclk=1,43.8115,5.3514,"84480 Buoux, France",,#ERROR!,,,,,Quarry,3fb77219-b054-4d8d-b5bc-b87eabf51148,data/images/train/3fb77219-b054-4d8d-b5bc-b87eabf51148_43.8115_5.3514.png
Carrières et Bétons Bronzo Perasso,,https://www.google.com/maps/place/Carri%C3%A8res+et+B%C3%A9tons+Bronzo+Perasso/data=!4m7!3m6!1s0x12c9b8c517edf5bf:0x511fcdbd63da4bc3!8m2!3d43.2639353!4d5.4332998!16s%2Fg%2F1tdg030v!19sChIJv_XtF8W4yRIRw0vaY73NH1E?authuser=0&amp;hl=en&amp;rclk=1,43.2639,5.4333,"Chem. du Vallon de Toulouse, 13422 Marseille, France",bronzoperasso.fr,#ERROR!,,,,,Quarry,2ba5f1a3-e82c-4ef6-bcc8-5643454ecafb,data/images/train/2ba5f1a3-e82c-4ef6-bcc8-5643454ecafb_43.2639_5.4333.png
Eurovia Management,,https://www.google.com/maps/place/Eurovia+Management/data=!4m7!3m6!1s0x12c9924b6a21e907:0x69e1b69d328ad0c5!8m2!3d43.4473703!4d5.4281156!16s%2Fg%2F1wjspkd9!19sChIJB-khakuSyRIRxdCKMp224Wk?authuser=0&amp;hl=en&amp;rclk=1,43.4474,5.4281,"D60, Chem. Joseph Roumanille, 13320 Bouc-Bel-Air, France",eurovia.fr,#ERROR!,,,,"{'Monday': ['7a.m.–9p.m.'], 'Tuesday': ['7a.m.–9p.m.'], 'Wednesday': ['7a.m.–9p.m.'], 'Thursday': ['7a.m.–9p.m.'], 'Friday': ['7a.m.–9p.m.'], 'Saturday': ['9a.m.–12p.m.'], 'Sunday': ['Closed']}",Quarry,8a3af7ac-9182-4d47-b3f6-fd019c7a7c8d,data/images/train/8a3af7ac-9182-4d47-b3f6-fd019c7a7c8d_43.4474_5.4281.png
L.g.f.,,https://www.google.com/maps/place/L.g.f./data=!4m7!3m6!1s0x12c9ed1a60282f5b:0x983f87403b76a320!8m2!3d43.4821946!4d5.3650919!16s%2Fg%2F11b6dfkylp!19sChIJWy8oYBrtyRIRIKN2O0CHP5g?authuser=0&amp;hl=en&amp;rclk=1,43.4822,5.3651,"Rue Jean René Guillibert Gauthier de la Lauzière, 13090 Aix-en-Provence, France",,#ERROR!,,,,{},Quarry,ba397698-c40e-4d17-b507-7fcddaf5a6ec,data/images/train/ba397698-c40e-4d17-b507-7fcddaf5a6ec_43.4822_5.3651.png
Tarpinian,,https://www.google.com/maps/place/Tarpinian/data=!4m7!3m6!1s0x12c9a2de15b0e003:0x167480d17e80fbf4!8m2!3d43.3130138!4d5.5816408!16s%2Fg%2F11h46743fz!19sChIJA-CwFd6iyRIR9PuAftGAdBY?authuser=0&amp;hl=en&amp;rclk=1,43.313,5.5816,"375 Av. de Passe Temps, 13400 Aubagne, France",,#ERROR!,,,,,Quarry,b870a5ae-2c46-4016-8d0e-90b361bed6db,data/images/train/b870a5ae-2c46-4016-8d0e-90b361bed6db_43.313_5.5816.png
Holcim Granulats,,https://www.google.com/maps/place/Holcim+Granulats/data=!4m7!3m6!1s0x12c9bfbb932f2f2d:0x119e8a8907f6d11b!8m2!3d43.3302077!4d5.4209922!16s%2Fg%2F11b6dc_8ly!19sChIJLS8vk7u_yRIRG9H2B4mKnhE?authuser=0&amp;hl=en&amp;rclk=1,43.3302,5.421,"Rue Albert Lougnon 273 Saint Joseph, 97480, France",,#ERROR!,,,,{},Quarry,dafbf593-4c0d-4670-b69e-a8e1e5af5960,data/images/train/dafbf593-4c0d-4670-b69e-a8e1e5af5960_43.3302_5.421.png
Carrières et Bétons Bronzo Perrasso,,https://www.google.com/maps/place/Carri%C3%A8res+et+B%C3%A9tons+Bronzo+Perrasso/data=!4m7!3m6!1s0x12c9ed31d18803cd:0x7facc0f623ee693b!8m2!3d43.4826743!4d5.3863581!16s%2Fg%2F1thpyxww!19sChIJzQOI0THtyRIRO2nuI_bArH8?authuser=0&amp;hl=en&amp;rclk=1,43.4827,5.3864,"Rue Gustave Eiffel, 13290 Aix-en-Provence, France",,#ERROR!,,,,{},Quarry,ea5184c2-bfff-4dcd-b8af-1d17f3c5e7d7,data/images/train/ea5184c2-bfff-4dcd-b8af-1d17f3c5e7d7_43.4827_5.3864.png
Setp,,https://www.google.com/maps/place/Setp/data=!4m7!3m6!1s0x12c9ba94ac2d29f3:0x497ffd5aaaf753f5!8m2!3d43.2148926!4d5.5359642!16s%2Fg%2F1vl5czpl!19sChIJ8yktrJS6yRIR9VP3qlr9f0k?authuser=0&amp;hl=en&amp;rclk=1,43.2149,5.536,"30 Rue du Jeune Anacharsis, 13260 Cassis, France",,#ERROR!,,,,,Quarry,4f017a8a-b141-434f-8110-8a4c56091076,data/images/train/4f017a8a-b141-434f-8110-8a4c56091076_43.2149_5.536.png
Granulat plus,,https://www.google.com/maps/place/Granulat+plus/data=!4m7!3m6!1s0x12c99376ec621a3f:0x408151da79c9340e!8m2!3d43.4449757!4d5.4323104!16s%2Fg%2F11f08pcgmn!19sChIJPxpi7HaTyRIRDjTJedpRgUA?authuser=0&amp;hl=en&amp;rclk=1,43.445,5.4323,"Chem. Joseph Roumanille, 13320 Bouc-Bel-Air, France",,#ERROR!,,,,{},Quarry,890b9ee2-c88b-47b7-9556-6749f8c976ca,data/images/train/890b9ee2-c88b-47b7-9556-6749f8c976ca_43.445_5.4323.png
Carriere LAFARGE cassis,,https://www.google.com/maps/place/Carriere+LAFARGE+cassis/data=!4m7!3m6!1s0x12c9bb34e083bd81:0xa9a20a5de3615b24!8m2!3d43.2384837!4d5.5522706!16s%2Fg%2F11kzf6syrv!19sChIJgb2D4DS7yRIRJFth410Koqk?authuser=0&amp;hl=en&amp;rclk=1,43.2385,5.5523,"7-16 Av. du Clos du Vallon, 13260 Cassis, France",,,,,,"{'Monday': ['7:30a.m.–3:45p.m.'], 'Tuesday': ['7:30a.m.–3:45p.m.'], 'Wednesday': ['7:30a.m.–3:45p.m.'], 'Thursday': ['7:30a.m.–3:45p.m.'], 'Friday': ['7:30a.m.–3:15p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,7d67cb75-b627-4ec1-8896-c177752d785d,data/images/train/7d67cb75-b627-4ec1-8896-c177752d785d_43.2385_5.5523.png
Durance Granulats - Jouques,,https://www.google.com/maps/place/Durance+Granulats+-+Jouques/data=!4m7!3m6!1s0x12ca29d83a8855a1:0x4a8cbd44343949af!8m2!3d43.654938!4d5.615067!16s%2Fg%2F11f5h5r1tz!19sChIJoVWIOtgpyhIRr0k5NES9jEo?authuser=0&amp;hl=en&amp;rclk=1,43.6549,5.6151,"RD96, 13490 Jouques, France",durance-granulats.com,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–4p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–4p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–4p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–4p.m.'], 'Friday': ['7a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,1e218bb6-cdb9-44cc-94b7-372c8efab999,data/images/train/1e218bb6-cdb9-44cc-94b7-372c8efab999_43.6549_5.6151.png
Entreprise Clavel-Emery,,https://www.google.com/maps/place/Entreprise+Clavel-Emery/data=!4m7!3m6!1s0x12cb1d8952d9bc09:0x256252c21542d08a!8m2!3d44.4523473!4d5.7313498!16s%2Fg%2F1wn79xgt!19sChIJCbzZUokdyxIRitBCFcJSYiU?authuser=0&amp;hl=en&amp;rclk=1,44.4523,5.7313,"La Garenne, 05700 La Bâtie-Montsaléon, France",,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Friday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,7f7da3db-d403-4458-9da3-6f499364b54e,data/images/train/7f7da3db-d403-4458-9da3-6f499364b54e_44.4523_5.7313.png
Carriere de Puyloubier,,https://www.google.com/maps/place/Carriere+de+Puyloubier/data=!4m7!3m6!1s0x12c983b10eddec35:0x829703d2e1acef2c!8m2!3d43.5044302!4d5.6479816!16s%2Fg%2F11qsvbwjrf!19sChIJNezdDrGDyRIRLO-s4dIDl4I?authuser=0&amp;hl=en&amp;rclk=1,43.5044,5.648,"Domaine Richeaume FRANCE, 13114 Puyloubier, France",,,,,,,Quarry,8c42cf0f-aced-4e8e-a342-b4b4e1fbf07d,data/images/train/8c42cf0f-aced-4e8e-a342-b4b4e1fbf07d_43.5044_5.648.png
Carrière de calcaire Sainte-Anne,,https://www.google.com/maps/place/Carri%C3%A8re+de+calcaire+Sainte-Anne/data=!4m7!3m6!1s0x12c987d26d093afb:0x7786513f26d96914!8m2!3d43.6315845!4d5.58888!16s%2Fg%2F11kk6yzty_!19sChIJ-zoJbdKHyRIRFGnZJj9Rhnc?authuser=0&amp;hl=en&amp;rclk=1,43.6316,5.5889,"13860 Peyrolles-en-Provence, France",,,,,,{},Quarry,a5f2e36e-97df-4e5c-9bec-a4e790e167e8,data/images/train/a5f2e36e-97df-4e5c-9bec-a4e790e167e8_43.6316_5.5889.png
CARRIERE pour la construction de CARLUC,,https://www.google.com/maps/place/CARRIERE+pour+la+construction+de+CARLUC/data=!4m7!3m6!1s0x12ca317cc2674fc5:0x817e315a2f9b47fc!8m2!3d43.8721604!4d5.6175937!16s%2Fg%2F11t86c0v2q!19sChIJxU9nwnwxyhIR_EebL1oxfoE?authuser=0&amp;hl=en&amp;rclk=1,43.8722,5.6176,"04110 Reillanne, France",,,,,,{},Quarry,3730e41a-0ea4-4703-832e-9e02b7ad1748,data/images/train/3730e41a-0ea4-4703-832e-9e02b7ad1748_43.8722_5.6176.png
Gravi Buech,,https://www.google.com/maps/place/Gravi+Buech/data=!4m7!3m6!1s0x12cb06b092a55d0f:0xd231aaf8ba733a6a!8m2!3d44.3192291!4d5.797019!16s%2Fg%2F1v2g9z1y!19sChIJD12lkrAGyxIRajpzuviqMdI?authuser=0&amp;hl=en&amp;rclk=1,44.3192,5.797,"L Ile d'oriane, 05300 Laragne-Montéglin, France",gravi-buech.fr,#ERROR!,,,,"{'Monday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Tuesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Wednesday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Thursday': ['8a.m.–12p.m.', '1:30–5:30p.m.'], 'Friday': ['8a.m.–12p.m.', '1:30–5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,568259f2-3522-406a-aa7e-039c11321d12,data/images/train/568259f2-3522-406a-aa7e-039c11321d12_44.3192_5.797.png
Lafarge Granulats Sud,,https://www.google.com/maps/place/Lafarge+Granulats+Sud/data=!4m7!3m6!1s0x12c9046702b82193:0xb4f554b4105bf7ae!8m2!3d43.1196169!4d5.8491267!16s%2Fg%2F119whdb4f!19sChIJkyG4AmcEyRIRrvdbELRU9bQ?authuser=0&amp;hl=en&amp;rclk=1,43.1196,5.8491,"641 Chem. de Bassaquet, 83140 Six-Fours-les-Plages, France",,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Friday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,29139cf9-f00f-4e75-b418-2e7683f75c9f,data/images/train/29139cf9-f00f-4e75-b418-2e7683f75c9f_43.1196_5.8491.png
Société Méridionale de Carrières,,https://www.google.com/maps/place/Soci%C3%A9t%C3%A9+M%C3%A9ridionale+de+Carri%C3%A8res/data=!4m7!3m6!1s0x12c90da932abce4f:0x965c4c46c2bef953!8m2!3d43.2836169!4d5.826931!16s%2Fg%2F1v6p1gl1!19sChIJT86rMqkNyRIRU_m-wkZMXJY?authuser=0&amp;hl=en&amp;rclk=1,43.2836,5.8269,"3000 Rte de Marseille, 83870 Signes, France",someca.eu,#ERROR!,,,,"{'Monday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Tuesday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Wednesday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Thursday': ['7a.m.–12p.m.', '1–4:30p.m.'], 'Friday': ['7a.m.–12p.m.', '1–4p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed']}",Quarry,99717940-769a-497e-89e7-a1b7e6f5c6c8,data/images/train/99717940-769a-497e-89e7-a1b7e6f5c6c8_43.2836_5.8269.png
BOURJAC,,https://www.google.com/maps/place/BOURJAC/data=!4m7!3m6!1s0x12ca2b2371c1e987:0x67dc55a80cbda1ba!8m2!3d43.694275!4d5.713287!16s%2Fg%2F1td0jlhl!19sChIJh-nBcSMryhIRuqG9DKhV3Gc?authuser=0&amp;hl=en&amp;rclk=1,43.6943,5.7133,"Carrière de Saint Eucher, 84120 Beaumont-de-Pertuis, France",,#ERROR!,,,,,Quarry,f4653203-34c5-42c9-bb42-7dd4170451aa,data/images/train/f4653203-34c5-42c9-bb42-7dd4170451aa_43.6943_5.7133.png
